LOCATION,TIME,PC_HEALTHXP,PC_GDP,USD_CAP,FLAG_CODES,TOTAL_SPEND,Cluster,PCA1,PCA2
IRL,1991,11.995,0.727,104.543,,369.48,1,-1.5003011062621332,-0.14864835165772147
IRL,1992,11.891,0.752,113.484,,403.82,1,-1.4502191112458669,-0.16341138891583418
IRL,1993,11.968,0.762,120.429,,430.69,1,-1.4136226785182393,-0.16289772142686063
IRL,1994,12.097,0.758,128.871,,462.7,1,-1.3886310190028321,-0.16631670298283244
IRL,1995,12.044,0.735,139.028,,501.73,1,-1.3968693131535093,-0.20095751427401026
IRL,1996,12.882,0.763,156.317,,568.6,1,-1.2589039436656724,-0.1305663833543033
IRL,1997,12.558,0.734,165.977,,609.83,1,-1.2943809980165453,-0.19563108396571288
IRL,1998,13.213,0.745,186.457,,692.26,1,-1.1831527280934957,-0.15827930085659825
IRL,1999,13.97,0.78,210.83,,791.62,1,-1.0226583017506148,-0.10568242502845751
IRL,2000,14.176,0.837,252.441,,960.58,1,-0.8240985825781016,-0.13086035890300146
IRL,2001,14.435,0.924,301.335,,1165.03,1,-0.5625548562958657,-0.14915986319026753
IRL,2002,14.779,0.987,347.346,,1365.75,1,-0.33521335626444027,-0.1650984055766646
IRL,2003,15.088,1.057,383.182,,1531.39,0,-0.12705910847583798,-0.1633259339455703
IRL,2004,15.655,1.131,437.694,,1781.53,0,0.15208091600789758,-0.16605193158089246
IRL,2005,15.473,1.183,478.511,,1990.56,0,0.31668182111768617,-0.23357289661926972
IRL,2006,16.465,1.237,547.146,,2338.28,0,0.6339412871478292,-0.22729797863971316
IRL,2007,16.356,1.276,596.486,,2623.91,0,0.8083694464436536,-0.30934192699811147
IRL,2008,15.953,1.453,643.036,,2886.94,0,1.1424414249345904,-0.35070289386289016
IRL,2009,15.135,1.591,661.276,,2999.13,0,1.3225931990235091,-0.4031644744308329
IRL,2010,14.815,1.562,674.956,,3077.9,0,1.2980404184986596,-0.47534307781763246
IRL,2011,14.415,1.432,651.311,,2980.92,0,1.0346679521660567,-0.5374998823202878
IRL,2012,14.091,1.418,659.933,,3027.04,0,1.0168586827857924,-0.5936722576701607
IRL,2013,14.513,1.512,730.484,B,3358.98,0,1.3552384408781513,-0.630820882760892
IRL,2014,14.064,1.394,714.747,,3300.15,0,1.1254246394851497,-0.7065308320434569
IRL,2015,12.97,1.007,684.269,,3200.21,0,0.4516166061939508,-0.9529904626976214
ISL,1970,17.13,0.792,30.757,,6.29,1,-1.2656455513217986,0.5523400349578395
ISL,1971,17.31,0.874,40.03,,8.25,1,-1.1193226477952314,0.5946670403263559
ISL,1972,17.838,0.883,44.143,,9.23,1,-1.0618081849939103,0.647182769017474
ISL,1973,16.597,0.753,41.747,,8.86,1,-1.3254545818621655,0.4590125215152363
ISL,1974,13.78,0.714,44.978,,9.68,1,-1.5558506213508903,0.14001717225457266
ISL,1975,16.23,0.908,62.126,,13.54,1,-1.088275493850005,0.46013526008314654
ISL,1976,14.845,0.779,59.009,,12.99,1,-1.3619181421244686,0.25861503978173955
ISL,1977,14.553,0.757,65.7,,14.57,1,-1.393829378257024,0.20603296787882985
ISL,1978,14.505,0.811,79.316,,17.73,1,-1.2892906025123596,0.20361289895942664
ISL,1979,13.522,0.855,93.934,,21.2,1,-1.2574248821296725,0.09684788736318309
ISL,1980,16.628,0.973,122.026,B,27.84,1,-0.8212625241873356,0.4303424897555886
ISL,1981,15.576,0.932,131.624,,30.37,1,-0.921585778332274,0.28413461362512177
ISL,1982,16.104,1.009,152.618,,35.69,1,-0.7291118497168644,0.34037362135006316
ISL,1983,18.211,1.251,189.941,,45.01,1,-0.16782297076775202,0.6130728175188908
ISL,1984,17.058,1.105,178.928,,42.86,1,-0.4692709715575214,0.44118741066798534
ISL,1985,17.414,1.168,200.058,,48.3,1,-0.3067149103052337,0.47247277037370744
ISL,1986,16.508,1.182,217.823,,52.97,1,-0.30225093700587097,0.3539552229238476
ISL,1987,15.35,1.125,228.429,,56.16,1,-0.42860674650393604,0.1872382299341174
ISL,1988,14.692,1.162,240.078,,59.96,1,-0.3923110834299807,0.11618408475239556
ISL,1989,15.347,1.187,252.262,,63.78,1,-0.28418295800770327,0.17582400093064698
ISL,1990,13.98,1.032,228.449,,58.21,1,-0.6446002260709359,-0.0008317305163673688
ISL,1991,12.775,0.966,217.79,,56.15,1,-0.840511450464305,-0.14034369523284843
ISL,1992,13.313,1.033,227.372,,59.36,1,-0.6900158544611827,-0.06831517778166354
ISL,1993,12.78,1.003,226.653,,59.77,1,-0.7675558403274465,-0.1372659207388854
ISL,1994,13.419,1.03,244.128,,64.94,1,-0.6442724752356058,-0.08740815351397983
ISL,1995,13.794,1.076,259.171,,69.32,1,-0.5189630530364268,-0.051874989439787036
ISL,1996,14.277,1.118,279.501,,75.16,1,-0.37842648220365216,-0.016027171186246206
ISL,1997,15.489,1.198,322.933,,87.56,0,-0.07943890923648737,0.07473370380299801
ISL,1998,14.498,1.232,352.048,,96.48,0,-0.024574456839732445,-0.06254926371420627
ISL,1999,14.402,1.282,376.679,,104.48,0,0.0995395931935204,-0.09082753852208804
ISL,2000,14.832,1.336,394.133,,110.83,0,0.24545723651336965,-0.04985419113506604
ISL,2001,14.384,1.277,403.914,,115.1,0,0.16117780570723575,-0.14185690179404273
ISL,2002,14.366,1.377,443.416,,127.49,0,0.3959595501049971,-0.16346062670152428
ISL,2003,15.241,1.536,496.023,,143.61,0,0.8028569902331267,-0.08576786009118689
ISL,2004,15.39,1.471,519.038,D,151.6,0,0.7836784204934641,-0.14088009766896958
ISL,2005,14.433,1.33,491.556,D,145.86,0,0.459878759760763,-0.26164100871813717
ISL,2006,14.218,1.268,491.067,D,149.18,0,0.36072341017532267,-0.3131337599916327
ISL,2007,13.505,1.178,479.64,D,149.44,0,0.1629380868862581,-0.4114245363006404
ISL,2008,14.572,1.27,542.052,D,172.05,0,0.517084319664722,-0.3626968790542045
ISL,2009,15.665,1.419,582.697,D,185.59,0,0.8943265989765216,-0.24650419974460763
ISL,2010,15.813,1.393,535.019,D,170.16,0,0.7472009049693144,-0.16172987983095993
ISL,2011,15.148,1.309,516.634,,164.81,0,0.5428813747064968,-0.24012380532831304
ISL,2012,14.454,1.256,508.582,D,163.11,0,0.4049177262248836,-0.32439222507262877
ISL,2013,13.531,1.177,501.667,D,162.42,0,0.21962630518418122,-0.4470678500667845
ISL,2014,12.581,1.105,489.466,D,160.24,0,0.028509627941607853,-0.5601439440876091
ISL,2015,12.126,1.044,497.84,D,164.69,0,-0.06252028722584241,-0.6514374522726973
ISR,2006,13.293,0.923,236.833,B,1670.55,1,-0.7983349805162809,-0.16774655400898295
ISR,2007,13.57,0.938,257.901,,1851.75,1,-0.7040869398680841,-0.1707641427925648
ISR,2008,13.389,0.937,256.823,,1877.07,1,-0.7198616057420364,-0.18878393672078395
ISR,2009,13.974,0.991,272.317,,2038.46,1,-0.5670306774932021,-0.13096995102678138
ISR,2010,13.577,0.957,276.113,,2104.98,1,-0.6287635548897799,-0.19649386031224517
ISR,2011,13.388,0.938,286.345,,2223.7,1,-0.6395217030674999,-0.24497235046656674
ISR,2012,13.213,0.941,298.796,,2363.63,1,-0.6137479618445003,-0.28558681196170926
ISR,2013,12.924,0.915,313.203,,2524.26,1,-0.6294604287310764,-0.3557638000314163
ITA,1988,23.07,1.539,251.631,,14249.68,2,0.8532602082555265,0.9044735087247823
ITA,1989,23.294,1.551,272.149,,15423.17,2,0.9493074928776137,0.8779582695677621
ITA,1990,21.43,1.503,278.813,,15814.06,2,0.7826495762686453,0.6416187504675809
ITA,1991,20.922,1.517,294.948,,16740.81,2,0.8192224616029048,0.5513110970378365
ITA,1992,21.474,1.529,306.334,,17398.88,2,0.9080450343981912,0.5837888145626899
ITA,1993,20.351,1.442,293.246,,16665.7,2,0.6750613378891043,0.45978164266959104
ITA,1994,20.117,1.395,295.781,,16813.2,2,0.604189482138866,0.40579961185699703
ITA,1995,19.534,1.342,298.92,B,16991.9,0,0.5040521823849274,0.31084078111755226
ITA,1996,19.968,1.39,319.386,,18160.38,0,0.6624052146506937,0.323763013183966
ITA,1997,20.183,1.458,347.054,,19744.03,0,0.8561859474954958,0.30376401366455563
ITA,1998,20.643,1.5,373.922,,21278.68,0,1.0284474991563815,0.2991407103561962
ITA,1999,21.177,1.554,396.645,,22575.57,2,1.208655202767523,0.31929020246850054
ITA,2000,21.158,1.604,433.143,,24664.08,0,1.3906665535624119,0.24219030052314233
ITA,2001,21.92,1.703,476.761,,27163.03,2,1.7130338717637035,0.2509446194565529
ITA,2002,21.865,1.726,494.302,,28204.38,2,1.7964969254731904,0.2079351460367487
ITA,2003,21.375,1.679,488.266,,27984.09,0,1.6828784055859438,0.14828982695556578
ITA,2004,20.996,1.719,506.591,,29222.87,0,1.7720557863392485,0.07473381502723374
ITA,2005,20.37,1.703,511.842,,29671.22,0,1.7273692395527094,-0.015307260285624293
ITA,2006,20.124,1.702,550.732,,32021.75,0,1.834443859147218,-0.14934752779808402
ITA,2007,20.002,1.633,554.861,,32425.14,0,1.7480863103879027,-0.20940270842337008
ITA,2008,19.185,1.643,581.535,,34209.8,0,1.7950351175527393,-0.3670653164267794
ITA,2009,18.964,1.702,588.13,,34755.76,0,1.8828819419802953,-0.38272834221580865
ITA,2010,18.75,1.679,588.861,,34906.16,0,1.8411802334125744,-0.4200587599884982
ITA,2011,18.544,1.638,595.488,,35359.75,0,1.7940158188486668,-0.48060838526761973
ITA,2012,16.571,1.484,537.784,B,32019.51,0,1.2723646908668058,-0.6036011055314959
ITA,2013,16.98,1.52,549.218,,33081.57,0,1.3886672537685794,-0.5817457731922018
ITA,2014,16.944,1.527,554.181,,33688.19,0,1.4149789395833354,-0.6013036514923238
ITA,2015,17.932,1.613,601.018,,36500.17,0,1.7463075856054473,-0.5861558355586439
ITA,2016,17.831,1.594,604.675,P,36643.66,0,1.7248570032946786,-0.6146230879977619
JPN,1980,21.181,1.33,115.359,,13471.85,2,0.09023243437455683,0.8530998878055456
JPN,1984,19.458,1.247,152.536,,18307.07,1,0.011592887228199506,0.48437655806252317
JPN,1985,17.973,1.163,155.171,,18737.52,1,-0.18852258827623172,0.27659224411142214
JPN,1986,18.892,1.214,169.011,,20533.48,1,-0.0042002114289205845,0.34198941816255374
JPN,1987,20.271,1.305,192.985,,23561.73,2,0.303723755640718,0.4357272172330274
JPN,1988,20.631,1.268,207.202,,25405.66,2,0.3337530097114337,0.3988883565586746
JPN,1989,22.319,1.317,234.663,,28890.77,2,0.6191859635916204,0.49078823524904336
JPN,1990,21.422,1.23,239.226,,29553.26,2,0.46126690857912783,0.3357054793227715
JPN,1991,22.868,1.323,273.505,,33893.01,2,0.8168119723150419,0.3967311857642744
JPN,1992,22.009,1.33,282.452,,35088.73,2,0.805338998688924,0.2738957942238743
JPN,1993,22.255,1.405,305.192,,38007.39,2,1.01251993475085,0.24544673466144645
JPN,1994,21.057,1.386,309.352,,38656.94,2,0.9254180976580351,0.0924460500723535
JPN,1995,21.039,1.322,309.164,,38781.22,0,0.8386445940742044,0.05796187437375753
JPN,1996,21.039,1.288,315.832,,39718.08,0,0.8198766995177783,0.013757077973237764
JPN,1997,19.496,1.248,313.426,,39509.54,0,0.655586264427377,-0.15910824499278145
JPN,1998,17.942,1.187,297.259,,37573.54,0,0.40838340234422765,-0.28930366176484706
JPN,1999,18.152,1.266,320.554,,40592.07,0,0.6210889459748338,-0.322303415210639
JPN,2000,18.406,1.316,352.442,,44704.8,0,0.831300325557329,-0.3985611978937429
JPN,2001,18.859,1.388,380.919,,48433.47,0,1.0715046269508839,-0.43084723096852845
JPN,2002,18.64,1.393,392.312,,49998.2,0,1.1098172036725849,-0.4983548175036094
JPN,2003,19.527,1.486,429.378,,54839.3,0,1.4410015341546976,-0.509396156768447
JPN,2004,19.459,1.49,452.975,,57872.54,0,1.5349730749013109,-0.608275900737002
JPN,2005,19.794,1.54,487.681,,62312.46,0,1.7612649571851344,-0.6866309280707151
JPN,2006,19.789,1.545,510.598,,65282.0,0,1.8583215410367604,-0.7761562791954024
JPN,2007,19.972,1.576,544.008,,69633.57,0,2.0446505568746414,-0.8757697854547661
JPN,2008,19.9,1.632,567.72,,72703.93,0,2.209296302621103,-0.9509440390674861
JPN,2009,20.982,1.901,629.162,,80562.31,0,2.885969219064593,-0.9517954226855674
JPN,2010,20.473,1.875,656.131,,84030.7,0,2.923619855512051,-1.1246400143377022
JPN,2011,18.911,2.008,718.256,,91816.82,0,3.242996809768779,-1.4673306580469454
JPN,2012,18.887,2.038,758.189,,96766.9,0,3.437433445650586,-1.610759088693704
JPN,2013,18.854,2.035,793.169,,101085.42,0,3.5672216202729756,-1.7514029240750248
JPN,2014,18.803,2.037,802.733,,102168.65,0,3.6026892366645944,-1.7911792642765767
KOR,1970,21.38,0.551,3.336,,107.56,1,-1.3794726161080544,0.9263472257882535
KOR,1971,20.492,0.459,3.16,,103.91,1,-1.5628577940508126,0.7896218878248443
KOR,1972,20.99,0.428,3.237,,108.46,1,-1.5716121289497529,0.8266252735162324
KOR,1973,20.916,0.366,3.289,,112.17,1,-1.660075282584533,0.7889528949581058
KOR,1974,20.773,0.316,3.331,,115.56,1,-1.7369125866191257,0.7498472420655157
KOR,1975,21.112,0.487,5.949,,209.89,1,-1.475843486023521,0.8613046587077265
KOR,1976,21.513,0.502,7.199,,258.07,1,-1.4253988445033756,0.907478758593429
KOR,1977,20.923,0.463,7.803,,284.12,1,-1.5152067684578474,0.8255294835543846
KOR,1978,21.374,0.514,10.113,,373.87,1,-1.409677713716916,0.8916809330423975
KOR,1979,21.569,0.676,15.4,,578.03,1,-1.1622743855772923,0.9772558005124358
KOR,1980,21.476,0.743,17.856,,680.74,1,-1.070531455160412,0.9936980826379826
KOR,1981,21.927,0.789,21.873,,846.99,1,-0.9665736151596191,1.0531846846955826
KOR,1982,21.933,0.78,24.489,,963.06,1,-0.9704047164451467,1.0429766811540744
KOR,1983,21.959,0.757,27.584,,1100.89,1,-0.9903694652307322,1.026935999893436
KOR,1984,21.69,0.711,29.258,,1182.2,1,-1.0651143770489648,0.9724083631181096
KOR,1985,21.788,0.723,32.732,,1335.65,1,-1.0319113793785246,0.9797870771786249
KOR,1986,21.817,0.696,35.443,,1460.74,1,-1.0581988575654395,0.9630197478267356
KOR,1987,21.843,0.679,39.471,,1642.85,1,-1.0671991182249803,0.9474868805516131
KOR,1988,21.54,0.699,46.594,,1958.4,1,-1.0385977334360916,0.9076643091288156
KOR,1989,21.901,0.817,59.994,,2546.69,1,-0.8148162930127071,0.968850452575483
KOR,1990,21.635,0.796,65.887,,2824.53,1,-0.8427019026698855,0.9159743054225565
KOR,1991,21.727,0.765,71.465,,3094.13,1,-0.8613551300784866,0.8964345919388225
KOR,1992,21.187,0.772,77.531,,3391.82,1,-0.8688494671667828,0.8276936825919695
KOR,1993,21.812,0.776,84.383,,3729.28,1,-0.8010531902328182,0.877356529824179
KOR,1994,22.391,0.769,92.316,,4121.13,1,-0.7478060135903168,0.9141192529450392
KOR,1995,22.834,0.786,104.456,,4710.23,1,-0.6582492272887371,0.9375182396932494
KOR,1996,23.041,0.835,120.499,,5485.68,1,-0.52907125541398,0.9416444878581771
KOR,1997,22.989,0.829,127.733,,5869.79,1,-0.5179953861259333,0.9142004143478827
KOR,1998,22.373,0.837,122.339,,5662.64,1,-0.5638567568235884,0.8664580076455862
KOR,1999,22.44,0.885,145.054,,6761.94,1,-0.4247445857131978,0.8383550731772104
KOR,2000,24.454,0.978,176.815,,8311.74,2,-0.06835981635339808,1.012180559740967
KOR,2001,26.752,1.211,232.254,,11001.91,2,0.5686391587821735,1.2224218484044462
KOR,2002,27.015,1.182,245.612,,11702.12,2,0.5884862236607584,1.2008602058614526
KOR,2003,29.38,1.397,298.593,,14300.31,2,1.1983272789181831,1.4152863340786874
KOR,2004,29.254,1.397,320.678,,15419.01,2,1.2584625415101431,1.3446742357333588
KOR,2005,28.402,1.443,349.272,,16829.52,2,1.3525729052157551,1.2039372370778496
KOR,2006,28.304,1.556,401.881,,19466.43,2,1.6615063938843506,1.111641583345119
KOR,2007,27.062,1.532,426.283,,20753.01,2,1.6232783879256887,0.9058287378598691
KOR,2008,26.569,1.546,442.9,,21726.33,2,1.6625755571217875,0.815447423353464
KOR,2009,26.122,1.662,470.691,,23208.75,2,1.876710549652331,0.7508094658650752
KOR,2010,26.205,1.705,517.801,,25659.17,2,2.086988575577452,0.6565131959126975
KOR,2011,25.755,1.689,527.496,,26341.38,2,2.067789808684836,0.5731760264411254
KOR,2012,24.809,1.669,535.718,,26892.96,2,2.005271732831445,0.4408395761311579
KOR,2013,23.622,1.631,531.999,,26828.12,2,1.8653925591653477,0.30589835261722803
KOR,2014,22.87,1.629,548.01,,27809.68,0,1.8645223784174976,0.18162616655216288
KOR,2015,21.427,1.584,543.152,,27708.87,0,1.6949927203409367,0.019118977437208917
KOR,2016,20.235,1.553,552.176,P,28296.65,0,1.6038138307595216,-0.14624564880104537
LTU,2004,33.914,1.867,243.511,,822.35,2,1.845973551693519,2.446582837210714
LTU,2005,34.341,1.937,281.439,,935.09,2,2.0666801315500334,2.4580551347244737
LTU,2006,30.993,1.809,298.436,,975.86,2,1.716551590112817,2.0165256283648323
LTU,2007,28.47,1.639,312.933,,1011.18,2,1.3577152919723439,1.6455101485593238
LTU,2008,26.126,1.643,340.758,,1089.82,2,1.280202277260953,1.3532413956912168
LTU,2009,26.661,1.961,356.225,,1126.71,2,1.784931093507988,1.5348481562963932
LTU,2010,26.716,1.821,366.563,,1135.35,2,1.6259086983502937,1.455541647984317
LTU,2011,26.038,1.692,386.589,,1170.64,2,1.4583554131732424,1.287797873748438
LTU,2012,28.942,1.82,448.728,,1340.7,2,1.9833020972317392,1.5438836098422808
LTU,2013,28.173,1.728,461.178,,1364.02,2,1.8402687912906057,1.397550199301972
LTU,2014,27.836,1.724,485.245,,1422.92,2,1.8746419951757731,1.3181923945219913
LTU,2015,26.784,1.745,504.422,,1465.3,2,1.8829336436595399,1.1846844318877525
LUX,1995,12.038,0.642,267.785,,109.42,1,-1.19873599265695,-0.4594587185440324
LUX,1996,11.524,0.616,268.172,,111.08,1,-1.266783906951513,-0.5264132450256811
LUX,1997,12.647,0.664,299.201,,125.5,1,-1.0485110811022944,-0.43916490678347136
LUX,1998,12.309,0.668,311.45,,132.27,1,-1.0341052018660033,-0.4936656371602606
LUX,1999,11.965,0.661,350.872,,151.04,1,-0.9655170384993698,-0.6007400678187332
LUX,2000,11.036,0.651,375.816,B,163.97,1,-0.9765908611154083,-0.7456079058818064
LUX,2001,10.958,0.702,409.75,,180.91,1,-0.8261126414153287,-0.7875833285353759
LUX,2002,10.879,0.733,448.58,,200.15,1,-0.6902042069585949,-0.8476786723530376
LUX,2003,10.965,0.764,478.191,,215.97,1,-0.5669543302820618,-0.8746909903006445
LUX,2004,10.412,0.765,510.874,,234.03,0,-0.518552872892045,-0.9882571323769603
LUX,2005,10.208,0.733,523.189,,243.37,0,-0.5437343592136358,-1.0461854928818053
LUX,2006,10.198,0.684,560.575,,264.95,0,-0.5149942649553687,-1.1350550509432809
LUX,2007,10.673,0.665,588.312,,282.39,0,-0.43836790503267636,-1.142206218755848
LUX,2008,10.226,0.669,611.498,,298.81,0,-0.40315719665447697,-1.2269774778698261
LUX,2009,9.86,0.724,630.377,,313.79,0,-0.3047084477696264,-1.2713928576752511
LUX,2010,9.668,0.68,617.448,,313.02,0,-0.40980442476421464,-1.2904965644231026
LUX,2011,8.877,0.543,529.962,B,274.7,1,-0.8706413933697948,-1.2888193225841944
LUX,2012,8.56,0.563,548.101,,291.01,1,-0.8181096718380192,-1.3436755045057975
LUX,2013,8.424,0.552,563.787,,306.34,1,-0.8017719365336301,-1.39027201964697
LUX,2014,8.192,0.513,561.164,P,312.19,1,-0.8763962164619545,-1.4288938859742129
LUX,2015,8.601,0.52,586.428,P,334.03,0,-0.7752654404709654,-1.4263133696049446
LVA,2004,23.68,1.475,180.294,,408.03,2,0.4751246146677195,1.3029494149176972
LVA,2005,22.548,1.321,182.984,,409.66,2,0.19924814751133774,1.1059273909052225
LVA,2006,23.176,1.33,209.574,,464.91,2,0.32128197287758037,1.1295268203734847
LVA,2007,26.523,1.53,277.258,,610.06,2,0.9866054530009933,1.4574988164419287
LVA,2008,21.484,1.209,234.848,,511.34,2,0.11110242796041321,0.8503684280630139
LVA,2009,24.354,1.499,253.112,,542.08,2,0.739220358164678,1.2581530937150591
LVA,2010,25.794,1.586,279.009,,585.24,2,1.018323699399967,1.405565154090144
LVA,2011,26.092,1.454,287.478,,592.12,2,0.8813633464592503,1.358750485584956
LVA,2012,25.519,1.383,293.962,,598.01,2,0.7642304462386538,1.2535143083837115
LVA,2013,26.284,1.419,321.85,B,647.77,2,0.9350316501538899,1.302291915119983
LVA,2014,26.845,1.473,351.889,,701.59,2,1.1222109254083694,1.3346222286101608
LVA,2015,26.761,1.542,383.852,,759.08,2,1.2920200396176675,1.3033199421930082
MEX,1999,18.935,0.931,85.022,,8527.76,1,-0.7279703936001183,0.5653055284818443
MEX,2000,19.936,0.968,96.569,,9822.97,1,-0.5684213713343955,0.6452851584760563
MEX,2001,19.889,1.045,105.263,,10849.15,1,-0.43421539889454197,0.6444373209746646
MEX,2002,21.64,1.17,120.726,,12598.44,1,-0.09137404948149307,0.8304675771916514
MEX,2003,35.894,2.134,230.651,B,24366.08,2,2.5596919334545216,2.3898750285019514
MEX,2004,35.048,2.12,242.481,,25944.4,2,2.5322094747059456,2.2466568498739377
MEX,2005,35.603,2.108,260.194,,28223.82,2,2.622518384555463,2.2285906330868337
MEX,2006,34.725,1.984,267.984,,29503.0,2,2.430787010262388,2.04136355926395
MEX,2007,33.928,1.974,279.012,,31203.68,2,2.4112229849622118,1.9044120145937855
MEX,2008,33.143,1.904,280.672,,31901.69,2,2.2766420930278297,1.773549551977614
MEX,2009,32.454,2.004,288.566,,33330.88,2,2.401862288035388,1.710858284792603
MEX,2010,31.497,1.896,287.049,,33676.28,2,2.1926712125759877,1.5553831978566846
MEX,2011,28.201,1.623,265.79,,31652.94,2,1.5301623070783683,1.1513578177927766
MEX,2012,28.765,1.704,289.344,,34960.95,2,1.7727364197638844,1.1508216718163313
MEX,2013,27.35,1.645,283.955,,34794.7,2,1.5840801551675596,0.9865790280842003
MEX,2014,27.011,1.537,277.229,,34437.83,2,1.3947898006576998,0.9170179298639954
MEX,2015,27.201,1.595,286.825,,36108.67,2,1.5282624404270206,0.9189612322571709
NLD,1972,11.687,0.661,33.085,,440.98,1,-1.7912735491456449,-0.09167031868127064
NLD,1973,11.175,0.637,35.249,,473.72,1,-1.8516185720085296,-0.16103947128687504
NLD,1974,10.327,0.609,37.995,,514.64,1,-1.9379747819529498,-0.26862231223028
NLD,1975,9.894,0.617,41.766,,570.79,1,-1.945525864835179,-0.3175167373488607
NLD,1976,9.525,0.588,43.654,,601.29,1,-2.0039131043028218,-0.3738146482224805
NLD,1977,9.183,0.575,45.94,,636.55,1,-2.037838088660559,-0.4203676574225839
NLD,1978,8.954,0.571,49.667,,692.44,1,-2.0482470311247103,-0.45360197460152935
NLD,1979,8.645,0.566,53.934,,757.14,1,-2.063815189083759,-0.49676459064970196
NLD,1980,8.412,0.555,59.091,,836.13,1,-2.0800462517131604,-0.536630063116055
NLD,1981,8.378,0.56,64.284,,915.87,1,-2.0614272731909016,-0.548065840963811
