LOCATION,TIME,PC_HEALTHXP,PC_GDP,USD_CAP,FLAG_CODES,TOTAL_SPEND,Cluster,PCA1,PCA2
NLD,1982,8.651,0.598,71.663,,1025.69,1,-1.9720630659059764,-0.5157993314725006
NLD,1983,8.547,0.591,74.834,,1075.15,1,-1.9797604246118072,-0.5363327828666841
NLD,1984,9.244,0.614,82.585,,1191.22,1,-1.8816516713919134,-0.46765517414406327
NLD,1985,9.595,0.636,90.174,,1306.77,1,-1.8081537162268602,-0.4353718497319157
NLD,1986,9.969,0.67,98.99,,1442.51,1,-1.7135791910928142,-0.3973717017251094
NLD,1987,10.399,0.71,108.992,,1598.37,1,-1.6039598630184202,-0.3530123480108605
NLD,1988,10.472,0.707,115.517,,1705.04,1,-1.585394627972213,-0.35984603968341056
NLD,1989,9.973,0.69,121.613,,1805.82,1,-1.6246594254467,-0.4324116517744876
NLD,1990,10.168,0.72,136.103,,2034.95,1,-1.531820704958175,-0.4264025093845877
NLD,1991,10.144,0.737,146.213,,2203.4,1,-1.4828291059225298,-0.4409947153840254
NLD,1992,10.996,0.822,168.349,,2556.24,1,-1.2514809806912899,-0.3550795546441237
NLD,1993,11.522,0.872,184.053,,2814.24,1,-1.1063656372491057,-0.3074175842138364
NLD,1994,11.406,0.85,187.466,,2883.76,1,-1.134282854190371,-0.33717690982495113
NLD,1995,11.65,0.858,198.145,,3063.12,1,-1.0781871370397729,-0.32921663174769883
NLD,1996,11.627,0.848,205.342,,3189.06,1,-1.0734922477153999,-0.3509437849676236
NLD,1997,11.499,0.817,210.01,,3278.39,1,-1.110943353083649,-0.3887747547267053
NLD,1998,11.76,0.844,230.684,B,3623.4,1,-1.0007714474468898,-0.3899107207032513
NLD,1999,12.003,0.862,249.383,,3943.27,1,-0.9092550637888986,-0.3934338528429486
NLD,2000,12.285,0.867,273.687,,4358.61,1,-0.8173940804164731,-0.41038078106511516
NLD,2001,12.232,0.91,299.575,,4807.03,1,-0.6919182601588628,-0.4474167674871428
NLD,2002,12.018,0.956,324.925,,5247.19,1,-0.5744801053224868,-0.4987915576997565
NLD,2005,11.139,1.033,384.808,B,6280.02,0,-0.36456395469183844,-0.6743112649971478
NLD,2006,10.857,0.997,404.948,,6619.32,0,-0.3767637310242755,-0.7615013641581501
NLD,2007,11.004,1.016,441.76,,7236.78,0,-0.24081005363405378,-0.8107861423156429
NLD,2008,10.33,0.982,450.402,,7407.13,0,-0.3073436668518206,-0.9154013882485211
NLD,2009,9.983,1.022,450.574,,7448.16,0,-0.27533465598821283,-0.9335114418542861
NLD,2010,9.817,1.021,455.318,,7565.29,0,-0.2742745923008522,-0.9615292535776417
NLD,2011,9.53,1.003,461.879,,7710.18,0,-0.2992310159211969,-1.013965413204447
NLD,2012,8.277,0.903,421.533,,7062.77,1,-0.6269519974578177,-1.1127282610288178
NLD,2013,7.757,0.845,411.405,,6913.43,1,-0.7670781569053279,-1.1750477526611323
NLD,2014,7.638,0.829,406.47,,6855.12,1,-0.8097661512852649,-1.1857203304282007
NLD,2015,7.865,0.841,416.594,,7057.07,1,-0.7505601798559287,-1.177066172203567
NLD,2016,8.024,0.843,432.136,P,7354.27,1,-0.6945000832291276,-1.191266322171253
NOR,1970,8.564,0.342,11.514,,44.63,1,-2.4876639372578424,-0.5277690031546595
NOR,1971,7.933,0.338,12.556,,49.01,1,-2.532017417077608,-0.5975664807096928
NOR,1972,7.166,0.332,13.453,,52.91,1,-2.5884255991643275,-0.6822971010693936
NOR,1973,7.057,0.338,14.973,,59.3,1,-2.5835701410309353,-0.6935304464283697
NOR,1974,7.236,0.346,17.281,,68.87,1,-2.5549564270689338,-0.6750744013886371
NOR,1975,7.103,0.369,20.986,,84.1,1,-2.5230525210176884,-0.6845450628814602
NOR,1976,6.876,0.366,23.14,,93.17,1,-2.5364980837769284,-0.713577388542621
NOR,1977,6.355,0.353,24.545,,99.24,1,-2.584803134011088,-0.7768387546200523
NOR,1978,5.545,0.338,26.049,,105.72,1,-2.6546311714407147,-0.8714735956685242
NOR,1979,5.787,0.322,27.975,,113.93,1,-2.6552672855781507,-0.8572754550201683
NOR,1980,11.023,0.596,58.829,,240.35,1,-1.8594224201205876,-0.2328384343437885
NOR,1981,10.847,0.59,64.446,,264.21,1,-1.8645606936479924,-0.26415577629206055
NOR,1982,10.88,0.614,71.076,,292.46,1,-1.8127459072134726,-0.2610077551457436
NOR,1983,10.673,0.621,77.53,,320.08,1,-1.8001943755313123,-0.2908220767263134
NOR,1984,10.941,0.599,81.903,,339.09,1,-1.8008606797954116,-0.28115832248363365
NOR,1985,10.661,0.584,86.65,,359.82,1,-1.827274825444622,-0.3261366386458216
NOR,1986,10.51,0.622,97.607,,406.76,1,-1.7574563118738447,-0.3432416159128367
NOR,1987,10.322,0.635,103.549,,433.55,1,-1.7368604729275083,-0.36729666212336415
NOR,1988,7.712,0.485,81.21,,341.85,1,-2.1697539227500937,-0.6726044457710468
NOR,1989,8.141,0.498,87.135,,368.31,1,-2.1084738445537776,-0.6320712523061974
NOR,1990,7.659,0.542,99.867,,423.58,1,-2.047783748613692,-0.6841062754709372
NOR,1991,7.799,0.573,112.003,,477.33,1,-1.965129700611963,-0.6762625681426656
NOR,1992,7.903,0.593,121.995,,522.92,1,-1.9052681245294263,-0.6736595192584559
NOR,1993,10.101,0.745,160.581,B,692.42,1,-1.4545885093647726,-0.4396390033519696
NOR,1994,9.282,0.677,155.562,,674.61,1,-1.6135049513791953,-0.5490909288286083
NOR,1995,9.514,0.692,168.181,,733.13,1,-1.545107037846697,-0.5402154698348971
NOR,1996,9.653,0.694,185.931,,814.63,1,-1.4870730354231982,-0.5564890288428326
NOR,1997,9.633,0.746,213.214,B,939.24,1,-1.3472123436091277,-0.582439783312949
NOR,1998,9.592,0.808,227.62,,1008.69,1,-1.2286715497464766,-0.5828017948774711
NOR,1999,9.601,0.81,247.47,,1104.19,1,-1.1737115116201693,-0.6165127132281527
NOR,2000,10.212,0.787,290.719,,1305.61,1,-1.0519517907243474,-0.6411093943570673
NOR,2001,9.993,0.801,303.553,B,1370.16,1,-1.0140636803045953,-0.6803734797198967
NOR,2002,10.057,0.906,343.788,,1560.16,1,-0.7633202879020557,-0.6953734874615659
NOR,2003,9.877,0.911,350.856,,1601.61,1,-0.7499720560260145,-0.724616326900324
NOR,2004,10.062,0.888,377.594,,1733.88,1,-0.6991969395137181,-0.7643414597581037
NOR,2005,9.662,0.805,384.641,,1778.31,1,-0.8192654774834626,-0.8588809524663714
NOR,2006,9.232,0.731,395.454,,1843.08,1,-0.9193311059060277,-0.9590325414854443
NOR,2007,8.579,0.691,385.796,,1816.77,1,-1.0413904279161212,-1.0295897180537408
NOR,2008,7.95,0.633,390.574,,1862.34,1,-1.148580801140859,-1.1322229947473277
NOR,2009,7.606,0.69,382.607,,1847.5,1,-1.1147745536028044,-1.1269585989034179
NOR,2010,7.653,0.682,395.456,,1933.48,1,-1.088774051636587,-1.149360769581295
NOR,2011,7.998,0.703,436.365,,2161.35,1,-0.930819932269004,-1.177121204819285
NOR,2012,7.733,0.679,443.629,,2226.38,1,-0.961501316932021,-1.2299344017523097
NOR,2013,7.589,0.678,453.76,,2304.93,1,-0.9456669491964159,-1.2641809832160242
NOR,2014,7.49,0.7,459.597,,2361.06,1,-0.9069882583235825,-1.2749386390247437
NOR,2015,7.655,0.764,473.844,,2458.59,1,-0.7722480048044771,-1.2530095178518077
NOR,2016,7.539,0.789,501.15,P,2622.48,0,-0.6747125657966583,-1.302701366622107
NZL,1971,11.429,0.583,24.598,,70.18,1,-1.93933463354013,-0.1350936628100436
NZL,1976,10.638,0.645,41.718,,129.76,1,-1.8634896340821154,-0.2183900948819425
NZL,1980,11.865,0.681,57.334,,178.48,1,-1.693501750634898,-0.10027873347690057
NZL,1981,10.843,0.614,58.022,,181.31,1,-1.8496884632189035,-0.2406082791318445
NZL,1982,11.429,0.663,68.157,,215.11,1,-1.7185969477325678,-0.17368578495093623
NZL,1983,11.962,0.676,74.818,,239.37,1,-1.648597925004149,-0.12349112805919372
NZL,1984,12.433,0.668,80.7,,260.43,1,-1.6130806535835744,-0.08848064487208646
NZL,1985,13.308,0.657,81.54,,264.77,1,-1.567987136809797,-0.0037292711442224974
NZL,1986,14.491,0.73,95.976,,311.57,1,-1.353954049169674,0.12959913568914203
NZL,1987,14.699,0.819,109.193,,357.54,1,-1.185790500131906,0.17070116643502753
NZL,1988,14.213,0.871,119.077,,390.98,1,-1.1220585652569293,0.12734228530560426
NZL,1989,14.344,0.9,128.515,,424.0,1,-1.0498064505357105,0.1382606582952659
NZL,1990,13.751,0.917,133.933,,445.97,1,-1.051932097603721,0.07473423148191172
NZL,1991,14.071,0.999,145.548,,508.7,1,-0.889735058136955,0.12663624871650578
NZL,1992,14.218,1.028,153.303,,541.42,1,-0.8207226105007522,0.14211096863391828
NZL,1993,14.854,1.029,164.199,,586.55,1,-0.7491059636249783,0.18971210199746086
NZL,1994,15.806,1.096,187.377,,678.3,1,-0.535642803577934,0.2802557254505552
NZL,1995,14.775,1.027,183.84,,675.32,1,-0.7059645241722569,0.14534883476099647
NZL,1996,14.541,1.002,185.022,,690.5,1,-0.7520032149359438,0.10657262145036407
NZL,1997,14.355,1.019,194.962,,737.21,1,-0.7154589076053147,0.07746295875343578
NZL,2004,10.767,0.851,213.402,,872.28,1,-1.1307614216473911,-0.41251209122188526
NZL,2005,10.697,0.885,227.251,,939.43,1,-1.053403648254906,-0.4283628093765635
NZL,2006,11.308,0.976,271.073,,1134.33,1,-0.7762595218962121,-0.3990749121055654
NZL,2007,10.394,0.865,254.188,,1073.64,1,-1.0302627342939161,-0.5180782781866374
POL,2002,29.509,1.794,211.341,,8079.64,2,1.453161779726615,1.8780087758137087
POL,2003,31.574,1.883,230.732,,8815.02,2,1.7671333775939682,2.09071920299977
POL,2004,31.0,1.819,242.886,,9273.93,2,1.6787614114420994,1.971079850930402
POL,2005,29.762,1.728,240.171,,9166.23,2,1.466018307924117,1.8043865559291583
POL,2006,28.819,1.672,253.274,,9660.19,2,1.3668937691772143,1.6477440409371367
POL,2007,26.54,1.559,261.569,,9971.16,2,1.0883302695414674,1.3353859424729981
POL,2008,24.605,1.568,287.143,,10947.54,2,1.0485587444177755,1.0763689230289823
POL,2009,24.574,1.619,311.849,,11897.54,2,1.1887142127851882,1.0386757799418922
POL,2010,24.333,1.562,329.4,,12531.3,2,1.1474413413495967,0.9449368999145491
POL,2011,24.148,1.505,343.987,,13093.26,2,1.1015272469653887,0.8633867243713587
POL,2012,22.255,1.38,328.913,,12519.47,2,0.763042714352448,0.641160566656732
POL,2013,21.704,1.384,342.047,,13011.53,2,0.7709037309725036,0.5543268129588019
POL,2014,21.468,1.341,344.854,,13108.5,2,0.7054493036072312,0.5024802851241604
POL,2015,20.966,1.33,357.184,,13568.14,0,0.6938807259702978,0.41551388429019764
PRT,1970,14.226,0.322,6.784,,58.89,1,-2.1528139398144344,0.06284538491376772
PRT,1977,20.706,0.846,35.339,,334.15,1,-0.9413922379555292,0.9388123644455845
PRT,1978,24.23,1.021,46.422,,443.71,1,-0.4429066440318725,1.3706814261588132
PRT,1979,25.041,1.025,52.753,,509.66,2,-0.3671027817478496,1.4454703013702839
PRT,1980,20.977,1.004,58.286,,569.24,1,-0.6489963434742357,0.9996840326614711
PRT,1981,19.472,0.978,62.52,,615.91,1,-0.7721650825783957,0.8216784955668687
PRT,1982,18.984,0.965,66.506,,659.19,1,-0.8113053122978937,0.7568031046349228
PRT,1983,20.083,0.969,68.948,,686.57,1,-0.7268264152711499,0.8690504356208867
PRT,1984,20.577,1.018,73.363,,733.35,1,-0.6162570174632833,0.9358974816257316
PRT,1985,25.954,1.393,106.172,,1064.23,2,0.3325309683081632,1.616654640266762
PRT,1986,23.01,1.365,110.418,,1107.79,2,0.1116620923759018,1.2871679795560809
PRT,1987,25.339,1.462,129.032,,1294.19,2,0.4459371414760061,1.5423248793647808
PRT,1988,23.255,1.397,137.375,,1376.44,2,0.24272975826194926,1.2773615541361945
PRT,1989,24.267,1.344,146.308,,1463.81,2,0.26167460266502546,1.3409804215366459
PRT,1990,25.305,1.396,164.162,,1638.87,2,0.44787617390319506,1.440954005129128
PRT,1991,24.786,1.497,190.3,,1895.43,2,0.619495156298015,1.385964922155834
PRT,1992,25.336,1.567,206.193,,2052.13,2,0.7925955597679596,1.4472015779732412
PRT,1993,26.203,1.691,222.786,,2219.99,2,1.0614733571865191,1.56614525574999
PRT,1994,26.03,1.673,226.69,,2264.98,2,1.0361830900998783,1.5319354239999703
PRT,1995,24.275,1.748,251.235,B,2518.93,2,1.0869949665711487,1.3379127534804476
PRT,1996,24.626,1.835,273.478,,2752.27,2,1.2869491901637538,1.3742903109907145
PRT,1997,24.72,1.832,289.154,,2923.05,2,1.3309359984168585,1.3528826223823864
PRT,1998,24.15,1.783,297.23,,3019.92,2,1.2487656887510659,1.2542043691725824
PRT,2000,21.881,1.832,345.833,B,3558.59,2,1.2949723072391086,0.947783413076047
PRT,2001,22.486,1.89,370.107,,3835.32,2,1.4781709787729949,0.9925730200424728
PRT,2002,22.542,1.929,392.927,,4094.15,2,1.595559343561683,0.9735992383023577
PRT,2003,22.284,1.984,413.377,,4323.44,2,1.7074671363559926,0.9340285035364125
PRT,2004,22.336,2.076,446.21,,4678.0,2,1.9227614806423323,0.921289097355808
PRT,2005,22.09,2.084,473.861,,4977.12,2,1.9910964593543357,0.846863514723204
PRT,2006,22.342,2.041,503.565,,5298.66,2,2.0288943210658217,0.7961439026844437
PRT,2007,22.136,2.007,515.673,,5436.72,2,2.0017461124789473,0.7351357664324104
PRT,2008,21.184,1.981,527.624,,5570.75,2,1.9357132600010734,0.6002590180882643
PRT,2009,20.154,1.991,527.548,,5575.26,2,1.8810811794868834,0.49734887096208846
PRT,2010,19.269,1.892,517.697,,5473.66,0,1.6626998072865207,0.37583765067536334
PRT,2011,18.373,1.751,468.954,,4951.01,0,1.2830971318298274,0.3068955789669902
PRT,2012,16.638,1.555,411.465,,4326.49,0,0.7504013662269403,0.14050214237034955
PRT,2013,15.613,1.419,395.927,,4140.33,0,0.45737593419942935,-0.0022169833266108647
PRT,2014,15.398,1.389,400.196,,4162.46,0,0.41378642981219543,-0.046806060341207996
PRT,2015,15.5,1.391,412.877,,4276.61,0,0.456802732147485,-0.058859542941029144
RUS,2015,22.939,1.286,309.9,,44655.62,2,0.9809806780673569,0.1348845566008861
SVK,1999,34.81,1.928,206.344,,1113.44,2,1.8958794291632528,2.6280393931491197
SVK,2000,34.69,1.843,209.134,,1126.96,2,1.7804005563242742,2.569655215402921
SVK,2001,34.657,1.851,229.487,,1234.38,2,1.84210502020333,2.533362094726792
SVK,2002,37.564,2.072,275.505,,1481.37,2,2.4525915964609233,2.860631454284407
SVK,2003,40.239,2.196,310.549,,1668.7,2,2.888096331652273,3.1368521071787834
SVK,2004,34.185,2.215,336.67,,1808.69,2,2.582249082250997,2.465463963489093
SVK,2005,33.282,2.196,364.882,B,1960.44,2,2.5705739836173076,2.310965906403545
SVK,2006,31.128,2.136,403.152,,2166.16,2,2.447169394710703,1.9877486063050505
SVK,2007,29.372,2.112,446.793,,2401.34,2,2.412686781311033,1.7137613747919138
SVK,2008,30.159,2.101,497.76,,2677.57,2,2.582771179670678,1.6988321250279852
SVK,2009,29.429,2.342,540.515,,2911.43,2,2.9717132003535918,1.6609960046020669
SVK,2010,29.198,2.278,569.68,,3071.39,2,2.9461328488800067,1.5534205095585285
SVK,2011,28.72,2.131,550.42,,2971.38,2,2.665798799217479,1.467495758014497
SVK,2012,26.544,2.026,539.956,,2919.85,2,2.3530663901491087,1.2081999458268178
SVK,2013,26.535,1.998,557.263,,3016.68,2,2.359841782953124,1.16252188544536
SVK,2014,27.029,1.871,542.885,B,2941.7,2,2.183413863191761,1.1791114416766022
SVK,2015,26.866,1.85,553.268,,3000.82,2,2.17140972241734,1.133182761446935
SVN,2002,22.091,1.766,358.67,,715.38,2,1.2216117545907161,0.9661179866942637
SVN,2003,21.213,1.714,362.285,,723.02,2,1.1027112167343391,0.842969974060632
SVN,2004,21.234,1.683,383.638,,766.13,2,1.1171521499511952,0.7930180723929786
SVN,2005,21.305,1.697,406.336,,812.86,2,1.1991505441083297,0.767546088684958
SVN,2006,21.146,1.65,425.293,,853.51,2,1.173957779856796,0.6952168385487246
SVN,2007,20.077,1.505,415.215,,837.95,0,0.8816453343062404,0.5312376293214348
SVN,2008,19.07,1.497,443.436,,896.32,0,0.876974725743142,0.3727683999018914
SVN,2009,19.75,1.691,465.075,,948.6,0,1.2396829816423414,0.4991720311846275
SVN,2010,19.847,1.699,472.268,,967.48,0,1.275444031523873,0.500534244482907
SVN,2011,19.633,1.677,482.969,,991.46,0,1.2591525934380807,0.4488638608469013
SVN,2012,20.247,1.767,509.632,,1048.39,0,1.4898830941040313,0.5097451286518095
SVN,2013,20.358,1.783,526.46,,1084.48,0,1.562136418702338,0.49964050271366195
SVN,2014,18.606,1.589,492.577,,1015.68,0,1.097251691720525,0.28230088932485065
SVN,2015,18.33,1.566,500.567,,1032.94,0,1.0685290198309292,0.22841614741008437
SWE,1970,7.666,0.422,20.418,,164.22,1,-2.41487313503987,-0.6006258521581812
SWE,1971,7.768,0.462,23.532,,190.57,1,-2.3458786773142637,-0.5765306064234706
SWE,1972,8.49,0.513,27.837,,226.1,1,-2.217958727742992,-0.4844827317296871
SWE,1973,9.326,0.561,33.314,,271.05,1,-2.0834741627232494,-0.38411762948708283
SWE,1974,8.995,0.563,37.473,,305.78,1,-2.091639147885539,-0.4255084530023504
SWE,1975,8.56,0.56,41.61,,340.89,1,-2.113475778719447,-0.48015060024017453
SWE,1976,8.118,0.555,43.743,,359.67,1,-2.1437645168488735,-0.5327726063600597
SWE,1977,7.701,0.584,48.003,,396.1,1,-2.1208585866679064,-0.5703967283997331
SWE,1978,7.507,0.573,51.13,,423.13,1,-2.1402558642983407,-0.6017977190346259
SWE,1979,7.381,0.556,55.579,,460.95,1,-2.1597802369297177,-0.6314155073468316
SWE,1980,6.974,0.546,60.498,,502.77,1,-2.1871569149812737,-0.6879448105811333
SWE,1981,7.019,0.557,67.682,,563.15,1,-2.1503494010938975,-0.6912968009380903
SWE,1982,7.298,0.586,76.451,,636.47,1,-2.069596708448401,-0.6644591170988248
SWE,1983,7.393,0.587,81.086,,675.37,1,-2.0497309055319644,-0.6626471810099618
SWE,1984,7.157,0.554,82.604,,688.64,1,-2.105871890355697,-0.706015507389045
SWE,1985,7.671,0.564,88.457,,738.65,1,-2.0429614450196696,-0.6583211026843103
SWE,1986,7.933,0.565,92.603,,775.07,1,-2.0133452757585895,-0.6381572999942622
SWE,1987,8.143,0.586,101.523,,852.57,1,-1.9475237373367977,-0.622712429202
SWE,1988,7.585,0.54,98.76,,833.19,1,-2.0537551086913304,-0.6981206572148358
SWE,1989,8.6,0.617,119.607,,1015.82,1,-1.8275853891767224,-0.5937966330178841
SWE,1990,8.628,0.626,125.815,,1076.83,1,-1.7970843246643518,-0.5982303728492573
SWE,1991,9.154,0.663,135.181,,1164.91,1,-1.6875367340965763,-0.5429885082419263
SWE,1992,10.108,0.761,155.916,,1351.49,1,-1.4372695462909428,-0.4348391675844116
SWE,1993,11.203,0.871,177.84,B,1550.51,1,-1.1583169421579194,-0.30842603666776286
SWE,1994,12.355,0.911,196.493,,1725.35,1,-0.9787639825629059,-0.20365036489697402
SWE,1995,12.929,0.943,214.705,,1895.19,1,-0.8493531823149946,-0.1623479503087168
SWE,1996,14.254,1.068,252.227,,2229.94,1,-0.4936997522122075,-0.033719128096783596
SWE,1997,13.028,0.953,233.056,,2061.63,1,-0.7806998157493691,-0.18148572226685306
SWE,1998,14.286,1.058,269.433,,2384.74,1,-0.45953237207537156,-0.06730982460069897
SWE,1999,14.635,1.085,294.6,,2609.53,1,-0.3333941366555171,-0.06480519901248917
SWE,2000,14.511,1.076,314.697,,2792.03,1,-0.30050029963538727,-0.11966639518949812
SWE,2001,14.61,1.174,348.639,B,3101.48,0,-0.07165857153377611,-0.12570934729455385
SWE,2002,14.706,1.23,376.14,,3357.03,0,0.08323813895120265,-0.14027820469481114
SWE,2003,14.215,1.203,378.634,,3391.89,0,0.021091637044346592,-0.2094924342220757
SWE,2004,14.128,1.167,391.6,,3521.87,0,0.0011984064303502435,-0.26033539787936044
SWE,2005,13.922,1.152,391.434,,3534.48,0,-0.032949714930099204,-0.2890299424758781
SWE,2006,13.952,1.139,426.3,,3871.02,0,0.044046201487662244,-0.35765668323892785
SWE,2007,13.704,1.106,448.828,,4105.92,0,0.04310284792375958,-0.4420948964108532
SWE,2008,13.65,1.135,474.925,,4378.64,0,0.14823019800023476,-0.48322626760713644
SWE,2009,13.475,1.205,478.419,,4448.59,0,0.24090487452256953,-0.47512071168738385
SWE,2010,13.301,1.129,470.326,,4410.78,0,0.10570418690560458,-0.5153251064648248
SWE,2011,10.245,1.094,478.705,,4523.39,0,-0.12072419845952269,-0.8681712887907853
SWE,2012,10.149,1.11,496.505,,4726.42,0,-0.05784766448198072,-0.9045309059716697
SWE,2013,9.846,1.093,499.194,,4792.45,0,-0.09324001097815429,-0.9501546852759418
SWE,2014,9.816,1.094,507.491,,4920.69,0,-0.0713176160641327,-0.9692522633287597
SWE,2015,9.851,1.085,518.78,,5083.62,0,-0.0506051464071771,-0.9920767432895699
TUR,1981,10.714,0.276,12.664,,569.73,1,-2.4262625071933397,-0.3457243373240967
TUR,1982,12.903,0.277,13.611,,626.45,1,-2.2773750507816324,-0.11883730157851204
TUR,1983,11.905,0.261,13.762,,647.82,1,-2.364254300835503,-0.2315707594652627
TUR,1984,10.938,0.231,13.098,,630.2,1,-2.470499846868749,-0.34570549395447986
TUR,1985,13.889,0.207,12.302,,604.45,1,-2.31041898514856,-0.04667087979073182
TUR,1986,12.403,0.228,14.455,,724.61,1,-2.373356254007203,-0.1978514659948973
TUR,1987,13.333,0.253,17.667,,902.8,1,-2.2680683651928857,-0.09716896173052524
TUR,1990,22.021,0.54,43.847,,2364.3,1,-1.2242328871393091,0.8791848417653032
TUR,1994,31.628,0.83,75.335,,4336.59,2,-0.09660334631014635,1.935071864752824
TUR,1999,27.339,1.221,100.371,B,6251.84,2,0.23304185929964638,1.5976344678457972
TUR,2000,27.806,1.285,118.272,,7479.54,2,0.40928599458804504,1.6250367573154723
USA,2000,11.365,1.421,518.109,,146190.88,0,2.030667430562407,-3.1528983929622103
USA,2001,11.729,1.545,575.975,,164134.99,3,2.5642495161548804,-3.4697782620753
USA,2002,12.075,1.686,643.351,,185043.96,3,3.1759932774819872,-3.8487790163448556
USA,2003,12.327,1.782,707.226,,205171.87,3,3.7033508173755116,-4.23950420446014
USA,2004,12.505,1.818,762.271,,223196.99,3,4.099464569806316,-4.614709269468377
USA,2005,12.471,1.814,803.701,,237506.99,3,4.352563675404557,-4.942690309142204
USA,2006,12.725,1.866,866.302,,258487.11,3,4.826602963467905,-5.367148042300729
USA,2007,12.641,1.884,905.301,,272704.91,3,5.098919722851095,-5.684017274690196
USA,2008,12.399,1.896,917.815,,279102.0,3,5.200396602657207,-5.8374753445800796
USA,2009,12.331,2.015,946.894,,290480.12,3,5.55412732522295,-6.0372631835851065
USA,2010,11.938,1.957,946.859,,292909.12,3,5.476069373293185,-6.148896063360797
USA,2011,11.855,1.939,965.58,,300935.91,3,5.581010401649156,-6.339399897981661
USA,2012,11.459,1.874,964.237,,302768.85,3,5.48350305164772,-6.441989181452661
USA,2013,11.384,1.858,980.864,,310154.01,3,5.5793796273631315,-6.61583109613977
USA,2014,11.968,1.981,1081.402,,344495.16,3,6.412665890542801,-7.271505785188853
USA,2015,12.227,2.068,1162.399,,373009.91,3,7.062886597276235,-7.842595203091859
